"disease","feature","k","est","se","p","ci_lo","ci_hi","I2","tau2","measures","cohorts","fdr"
"Asthma","EPH_RECEPTORS",3,0.149957153913401,0.134075332249066,0.263372944104367,-0.11282566851001,0.412739976336813,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472",0.344410773059556
"COPD","EPH_RECEPTORS",2,0.102986615747994,0.289395654708729,0.721939517376663,-0.464218444763504,0.670191676259493,84.2983397039931,0.141501079298368,"SMDH 2","GSE47460;GSE76925",0.721939517376663
"CRC","EPH_RECEPTORS",3,2.25455399118408,0.212432102212657,2.59129656352932e-26,1.83819472168715,2.67091326068102,53.1946861465038,0.0720155504576779,"SMCRPH 2|SMDH 1","GSE23878;GSE41258;GSE44076",4.40520415799984e-25
"ESCC","EPH_RECEPTORS",2,-0.388996239834087,0.264950374325972,0.142053901260751,-0.908289431203398,0.130296951535223,39.8717613144213,0.0648222526985684,"SMCRPH 2","GSE20347;GSE23400",0.241491632143276
"HCC","EPH_RECEPTORS",2,-0.186920782928567,0.183086355037929,0.307281314649321,-0.545763444863621,0.171921879006487,0,0,"SMCRPH 1|SMDH 1","GSE57957;GSE62232",0.348252156602563
"IBD","EPH_RECEPTORS",3,-0.101800842810897,0.330704947985943,0.758211833719969,-0.749970630372538,0.546368944750744,72.9489173357546,0.23495267003455,"SMCRPH 1|SMDH 2","GSE179285;GSE75214;GSE87473",0.758211833719969
"LUAD","EPH_RECEPTORS",3,1.38099906246075,0.392702167554014,0.000437017130315555,0.611316957404065,2.15068116751743,90.3549296148988,0.412590979935422,"SMCRPH 3","GSE10072;GSE19804;GSE32863",0.00106132731648063
"NAFLD","EPH_RECEPTORS",2,-0.14089221205073,0.640625490265049,0.825926342753851,-1.39649510054854,1.11471067644708,88.0370743993522,0.7236074369339,"SMDH 2","GSE33814;GSE66676",0.880988098937441
"PAAD","EPH_RECEPTORS",3,0.979029986470875,0.399147009235868,0.0141746951976723,0.196716223831698,1.76134374911005,88.2762123769642,0.421781171967041,"SMCRPH 3","GSE15471;GSE28735;GSE62452",0.0283493903953447
"STAD","EPH_RECEPTORS",3,1.56781642488762,0.21068592519931,9.95587142245669e-14,1.15487959944747,1.98075325032776,54.4665752603639,0.072474336766353,"SMCRPH 3","GSE13911;GSE27342;GSE63089",1.59293942759307e-12
"Asthma","ERBB_LIGANDS",3,-0.248715662477112,0.137161789193604,0.0697853496258948,-0.517547829351651,0.020116504397428,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472",0.131816771515579
"COPD","ERBB_LIGANDS",2,-0.143883887129669,0.141324992559693,0.308627368217229,-0.420875782662059,0.133108008402721,36.3837391673849,0.0152386495833821,"SMDH 2","GSE47460;GSE76925",0.500239662284905
"CRC","ERBB_LIGANDS",3,-0.412958302600204,0.104490876042196,7.74686273666297e-05,-0.617756656355948,-0.20815994884446,0,0,"SMCRPH 2|SMDH 1","GSE23878;GSE41258;GSE44076",0.0001463296294703
"ESCC","ERBB_LIGANDS",2,-0.502518197896739,0.168517747020414,0.00286381566945537,-0.832806912812582,-0.172229482980896,0,0,"SMCRPH 2","GSE20347;GSE23400",0.00695498091153446
"HCC","ERBB_LIGANDS",2,-0.83344193251176,0.590121688421186,0.157855126947799,-1.99005918831325,0.323175323289732,80.7359449076183,0.56878482698814,"SMCRPH 1|SMDH 1","GSE57957;GSE62232",0.206425935239429
"IBD","ERBB_LIGANDS",3,0.61511708273352,0.423245417370752,0.14613095809701,-0.214428691934777,1.44466285740182,88.0641677115743,0.472118998476978,"SMCRPH 1|SMDH 2","GSE179285;GSE75214;GSE87473",0.225838753422652
"LUAD","ERBB_LIGANDS",3,-0.16889370132643,0.30348795986765,0.577863123172445,-0.763719172408561,0.425931769755701,86.2873968124313,0.235494810618346,"SMCRPH 3","GSE10072;GSE19804;GSE32863",0.654911539595438
"NAFLD","ERBB_LIGANDS",2,0.125596579190446,0.204858180470247,0.539816582421856,-0.275918076469645,0.527111234850537,0,0,"SMDH 2","GSE33814;GSE66676",0.880988098937441
"PAAD","ERBB_LIGANDS",3,0.500782697328845,0.120386261440406,3.18527236725641e-05,0.264829960672226,0.736735433985464,0,0,"SMCRPH 3","GSE15471;GSE28735;GSE62452",0.000101928715752205
"STAD","ERBB_LIGANDS",3,-0.302540214126058,0.290375506616646,0.297461279643283,-0.871665749087256,0.266585320835139,83.8562053500439,0.20840857430576,"SMCRPH 3","GSE13911;GSE27342;GSE63089",0.396615039524377
"Asthma","ERBB_RECEPTORS",3,-0.441141421988087,0.132322609749832,0.000856582119031472,-0.700488971438107,-0.181793872538068,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472",0.00485396534117834
"COPD","ERBB_RECEPTORS",2,-0.225703474427274,0.306585673247423,0.461618713848007,-0.826600352168188,0.375193403313641,86.0458977519654,0.162054795375588,"SMDH 2","GSE47460;GSE76925",0.507904752276821
"CRC","ERBB_RECEPTORS",3,-0.0828619850034281,0.500130161910893,0.868408125632755,-1.06309908993097,0.897375119924109,92.845239363171,0.693186176973412,"SMCRPH 2|SMDH 1","GSE23878;GSE41258;GSE44076",0.868408125632755
"ESCC","ERBB_RECEPTORS",2,-0.923873043282417,0.217001515013665,2.0677212770668e-05,-1.34918819729983,-0.498557889265006,27.087359494123,0.0317927373731946,"SMCRPH 2","GSE20347;GSE23400",0.000117170872367118
"HCC","ERBB_RECEPTORS",2,-0.528332352667163,0.193001519756126,0.00619171976048119,-0.906608380350666,-0.15005632498366,0,0,"SMCRPH 1|SMDH 1","GSE57957;GSE62232",0.0263148089820451
"IBD","ERBB_RECEPTORS",3,-1.49362404801439,0.149684098567822,1.89290693220884e-23,-1.78699949026566,-1.20024860576311,0,0,"SMCRPH 1|SMDH 2","GSE179285;GSE75214;GSE87473",1.07264726158501e-22
"LUAD","ERBB_RECEPTORS",3,0.98543131063394,0.428642164026012,0.0215071947352889,0.145308106887646,1.82555451438023,91.1924584165856,0.501407364825451,"SMCRPH 3","GSE10072;GSE19804;GSE32863",0.0304685258749926
"NAFLD","ERBB_RECEPTORS",2,-0.120306341764649,0.276801451063247,0.663830682387556,-0.662827216717039,0.422214533187741,43.6229510875822,0.06831211176478,"SMDH 2","GSE33814;GSE66676",0.880988098937441
"PAAD","ERBB_RECEPTORS",3,0.158143050431547,0.124292466903643,0.203250133251846,-0.0854657082492288,0.401751809112323,0,0,"SMCRPH 3","GSE15471;GSE28735;GSE62452",0.271000177669128
"STAD","ERBB_RECEPTORS",3,-0.251827444249583,0.283285728346473,0.374028821220455,-0.807057269142867,0.303402380643702,85.9923758729672,0.205764575140635,"SMCRPH 3","GSE13911;GSE27342;GSE63089",0.460343164579022
"Asthma","FGFR_AXIS",3,-0.158231348064891,0.215142081512977,0.462051036346502,-0.579902079389306,0.263439383259524,60.4909790271417,0.0839254115928765,"SMDH 3","GSE4302;GSE43696;GSE67472",0.490929226118159
"COPD","FGFR_AXIS",2,-0.192455350788257,0.225571201578381,0.393553315498599,-0.634566781831308,0.249656080254794,73.4534218792607,0.0752930059604945,"SMDH 2","GSE47460;GSE76925",0.507904752276821
"CRC","FGFR_AXIS",3,-1.61333154783769,0.255134739862429,2.55788442811199e-10,-2.11338644917305,-1.11327664650234,71.1575465241497,0.136809748664375,"SMCRPH 2|SMDH 1","GSE23878;GSE41258;GSE44076",8.69680705558076e-10
"ESCC","FGFR_AXIS",2,-0.338543918548956,0.690202371041552,0.623780482872584,-1.69131570783455,1.01422787073664,91.5940605672606,0.873780394269801,"SMCRPH 2","GSE20347;GSE23400",0.66276676305212
"HCC","FGFR_AXIS",2,-0.558215245569507,0.223850804483532,0.0126421736953619,-0.996954760267547,-0.119475730871467,58.0870873676521,0.0582151813247432,"SMCRPH 1|SMDH 1","GSE57957;GSE62232",0.0358194921368587
"IBD","FGFR_AXIS",3,-0.152703102410657,0.194420555131775,0.432203409076559,-0.533760388323221,0.228354183501906,45.3974814369106,0.0515290954109156,"SMCRPH 1|SMDH 2","GSE179285;GSE75214;GSE87473",0.565189073407808
"LUAD","FGFR_AXIS",3,-2.0083442487795,0.138114403058245,6.64525437845721e-48,-2.27904350451991,-1.73764499303909,0,0,"SMCRPH 3","GSE10072;GSE19804;GSE32863",1.12969324433772e-46
"NAFLD","FGFR_AXIS",2,-0.0795298757752889,0.295455174579237,0.787793118566957,-0.658611376996588,0.49955162544601,51.146066843351,0.0906792385943491,"SMDH 2","GSE33814;GSE66676",0.880988098937441
"PAAD","FGFR_AXIS",3,-0.290702585480018,0.320848420119301,0.364912894635596,-0.919553933410425,0.338148762450389,82.3272404652689,0.254019679315735,"SMCRPH 3","GSE15471;GSE28735;GSE62452",0.417043308154967
"STAD","FGFR_AXIS",3,-0.0327832668222998,0.209811390788378,0.875835075995724,-0.44400603631378,0.37843950266918,67.6394541731654,0.0886675082911801,"SMCRPH 3","GSE13911;GSE27342;GSE63089",0.875835075995724
"Asthma","HGF_MET_AXIS",3,-0.266190042380863,0.13800928967908,0.0537577436093043,-0.536683279683816,0.00430319492208997,8.613004250186,0.00499686249282396,"SMDH 3","GSE4302;GSE43696;GSE67472",0.114235205169772
"COPD","HGF_MET_AXIS",1,-0.742495016858115,0.176627021302349,2.62534304985598e-05,-1.08867761730731,-0.396312416408922,0,0,"SMDH 1","GSE76925",NA
"CRC","HGF_MET_AXIS",3,0.946510123154394,0.181811445176878,1.92956133260836e-07,0.590166238630534,1.30285400767825,54.9432161064675,0.0546438556654096,"SMCRPH 2|SMDH 1","GSE23878;GSE41258;GSE44076",4.68607752204888e-07
"ESCC","HGF_MET_AXIS",2,0.768043668852381,0.202922411870064,0.000153762377453011,0.370323049931053,1.16576428777371,15.7875814582173,0.0190188924909258,"SMCRPH 2","GSE20347;GSE23400",0.000435660069450197
"HCC","HGF_MET_AXIS",2,-0.676701112697299,0.37393808173469,0.0703483948343778,-1.40960628534529,0.056204059950688,71.8714258530687,0.204837299102364,"SMCRPH 1|SMDH 1","GSE57957;GSE62232",0.142585261834857
"IBD","HGF_MET_AXIS",3,1.56462888345604,0.317222867621835,8.12793931780341e-07,0.942883487844731,2.18637427906736,76.0151933736045,0.227800145352576,"SMCRPH 1|SMDH 2","GSE179285;GSE75214;GSE87473",1.97392812003797e-06
"LUAD","HGF_MET_AXIS",3,0.725953259020374,0.258105352176938,0.00491391021785386,0.220076064536549,1.2318304535042,82.5640598703677,0.164160640569166,"SMCRPH 3","GSE10072;GSE19804;GSE32863",0.00759422488213778
"NAFLD","HGF_MET_AXIS",2,-0.149120404640072,0.201991784012725,0.460362634090243,-0.545017026478007,0.246776217197862,0,0,"SMDH 2","GSE33814;GSE66676",0.880988098937441
"PAAD","HGF_MET_AXIS",3,1.50951566183902,0.150493824636378,1.12043575353854e-23,1.21455318565604,1.80447813802201,15.5077571198804,0.0108115588680175,"SMCRPH 3","GSE15471;GSE28735;GSE62452",1.79269720566166e-22
"STAD","HGF_MET_AXIS",3,0.850983216009445,0.19425852597684,1.18312932662794e-05,0.470243501405,1.23172293061389,59.3176492704943,0.0667319255535729,"SMCRPH 3","GSE13911;GSE27342;GSE63089",3.78601384520942e-05
"Asthma","IGF_INSR_AXIS",3,-0.818239502292564,0.231130091874792,0.000399871432156349,-1.27124615811059,-0.365232846474539,63.9805541441421,0.102441374772993,"SMDH 3","GSE4302;GSE43696;GSE67472",0.00339890717332896
"COPD","IGF_INSR_AXIS",2,-0.210949165213156,0.294657119039042,0.474044435458366,-0.788466506318011,0.366568175891698,85.3109223126387,0.148391414952654,"SMDH 2","GSE47460;GSE76925",0.507904752276821
"CRC","IGF_INSR_AXIS",3,-0.917740652081747,0.118040933189762,7.55869075541459e-15,-1.14909662983518,-0.686384674328315,9.41786039107129,0.00433016138503046,"SMCRPH 2|SMDH 1","GSE23878;GSE41258;GSE44076",4.07091742870403e-14
"ESCC","IGF_INSR_AXIS",2,0.897992716188286,0.372143088279136,0.0158204846866122,0.168605666065669,1.6273797663109,59.2451924839731,0.179224010360519,"SMCRPH 2","GSE20347;GSE23400",0.0336185299590509
"HCC","IGF_INSR_AXIS",2,-1.0163101938081,0.193996107297513,1.61608789226236e-07,-1.3965355772522,-0.63608481036401,0,0,"SMCRPH 1|SMDH 1","GSE57957;GSE62232",2.74734941684602e-06
"IBD","IGF_INSR_AXIS",3,-0.533700748000128,0.144804240560402,0.000228101125382965,-0.817511844307189,-0.249889651693067,0,0,"SMCRPH 1|SMDH 2","GSE179285;GSE75214;GSE87473",0.000430857681278934
"LUAD","IGF_INSR_AXIS",3,-0.439947413609228,0.0996516969831129,1.0107949503747e-05,-0.635261150694427,-0.244633676524028,0,0,"SMCRPH 3","GSE10072;GSE19804;GSE32863",2.86391902606165e-05
"NAFLD","IGF_INSR_AXIS",2,-1.03181476798273,0.654757935115317,0.115055279941199,-2.31511673940056,0.251487203435105,89.0932390754664,0.764719933501996,"SMDH 2","GSE33814;GSE66676",0.547594667621976
"PAAD","IGF_INSR_AXIS",3,-0.554179042104487,0.361168497854137,0.124929848748469,-1.26205629024903,0.153698206040052,86.4493984924781,0.33828802152953,"SMCRPH 3","GSE15471;GSE28735;GSE62452",0.199887757997551
"STAD","IGF_INSR_AXIS",3,0.0581106747826556,0.107637344679042,0.589283474840846,-0.15285464417979,0.269075993745101,0,0,"SMCRPH 3","GSE13911;GSE27342;GSE63089",0.673466828389538
"Asthma","JAK_STAT",3,-0.16414534559567,0.130520551157051,0.208528967157724,-0.419960925105808,0.0916702339144687,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472",0.295416036806775
"COPD","JAK_STAT",2,0.281843560148177,0.10987021271298,0.0103104202263085,0.0665019002569809,0.497185220039373,0,0,"SMDH 2","GSE47460;GSE76925",0.0342633078805876
"CRC","JAK_STAT",3,-0.0522880187062402,0.106298384202869,0.622791079031939,-0.260629023358665,0.156052985946185,0,0,"SMCRPH 2|SMDH 1","GSE23878;GSE41258;GSE44076",0.756246310253068
"ESCC","JAK_STAT",2,-0.135487811829346,0.316199526019373,0.668295616654908,-0.755227494755953,0.484251871097261,66.6838221729973,0.137720162065561,"SMCRPH 2","GSE20347;GSE23400",0.668295616654908
"HCC","JAK_STAT",2,0.824473347310616,0.519655629269123,0.112608620446106,-0.194032970420364,1.8429796650416,87.5686194262244,0.472944956654353,"SMCRPH 1|SMDH 1","GSE57957;GSE62232",0.1740315043258
"IBD","JAK_STAT",3,2.27192485109385,0.161185177383032,4.06940006131842e-45,1.95600770858141,2.5878419936063,0,0,"SMCRPH 1|SMDH 2","GSE179285;GSE75214;GSE87473",6.91798010424132e-44
"LUAD","JAK_STAT",3,-1.01587408221567,0.107153533612237,2.52954225636445e-21,-1.22589114891186,-0.805857015519486,0,0,"SMCRPH 3","GSE10072;GSE19804;GSE32863",2.15011091790978e-20
"NAFLD","JAK_STAT",2,-0.0269141727452971,0.343565585686934,0.937559348379811,-0.700290347019098,0.646462001528503,62.6307812767651,0.149461298955351,"SMDH 2","GSE33814;GSE66676",0.937559348379811
"PAAD","JAK_STAT",3,0.680651706442398,0.206348617388417,0.000971847742620192,0.276215848101464,1.08508756478333,62.5055049903595,0.079715530742569,"SMCRPH 3","GSE15471;GSE28735;GSE62452",0.00259159398032051
"STAD","JAK_STAT",3,0.864691645576481,0.135008707754667,1.50655278548813e-10,0.600079440778041,1.12930385037492,22.2036759143333,0.0127412142953014,"SMCRPH 3","GSE13911;GSE27342;GSE63089",1.2052422283905e-09
"Asthma","PDGFR_KIT_CSF1R",3,0.355941293080135,0.131308540946565,0.00671363610650695,0.0985812819623653,0.613301304197905,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472",0.0285329534526545
"COPD","PDGFR_KIT_CSF1R",2,0.371803118091229,0.236940059267669,0.116604512731588,-0.0925908645681882,0.836197100750645,77.6630378048516,0.0874888991755964,"SMDH 2","GSE47460;GSE76925",0.218633461371727
"CRC","PDGFR_KIT_CSF1R",3,-1.02847553068846,0.113581543408145,1.36626685335402e-19,-1.2510912650769,-0.805859796300022,0,0,"SMCRPH 2|SMDH 1","GSE23878;GSE41258;GSE44076",1.16132682535092e-18
"ESCC","PDGFR_KIT_CSF1R",2,-0.239326856235966,0.146285405628959,0.101833961152334,-0.526040982732559,0.0473872702606263,0,0,"SMCRPH 2","GSE20347;GSE23400",0.192353037732187
"HCC","PDGFR_KIT_CSF1R",2,-0.109899227483877,0.223819361465027,0.623414057080492,-0.548577114998082,0.328778660030328,0,0,"SMCRPH 1|SMDH 1","GSE57957;GSE62232",0.623414057080492
