"disease","feature","k","est","se","p","ci_lo","ci_hi","I2","tau2","measures","cohorts","note","fdr"
"PAAD","JAK_STAT",3,0.680651706442397,0.206348617388417,0.000971847742620207,0.276215848101464,1.08508756478333,62.5055049903596,0.0797155307425693,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.00259159398032055
"STAD","JAK_STAT",3,0.842606476905502,0.130927915135014,1.22944560883773e-10,0.585992478669959,1.09922047514105,21.4825871045441,0.0114935320703933,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",9.83556487070184e-10
"Asthma","PDGFR_KIT_CSF1R",3,0.355941293080135,0.131308540946565,0.00671363610650691,0.0985812819623656,0.613301304197905,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.0285329534526544
"COPD","PDGFR_KIT_CSF1R",2,0.371803118091228,0.236940059267668,0.116604512731587,-0.0925908645681876,0.836197100750644,77.6630378048515,0.0874888991755961,"SMDH 2","GSE76925;GSE47460","",0.218633461371726
"CRC","PDGFR_KIT_CSF1R",3,-1.08426207990351,0.10201208905079,2.19003331472202e-26,-1.28420210043075,-0.884322059376269,0,0,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",1.24101887834248e-25
"ESCC","PDGFR_KIT_CSF1R",2,-0.239326856235967,0.146285405628959,0.101833961152333,-0.526040982732559,0.0473872702606256,0,0,"SMCRPH 2","GSE23400;GSE20347","",0.192353037732185
"HCC","PDGFR_KIT_CSF1R",2,-0.109899227483877,0.223819361465027,0.623414057080491,-0.548577114998082,0.328778660030328,0,0,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.623414057080491
"IBD","PDGFR_KIT_CSF1R",3,1.53325594684213,0.315297449365472,1.15685750251923e-06,0.915284301668461,2.15122759201579,79.2678008094862,0.234977190728613,"SMDH 3","GSE75214;GSE87473;GSE179285","",3.27776292380449e-06
"LUAD","PDGFR_KIT_CSF1R",3,-1.11043255658144,0.326450464082709,0.000670086396277363,-1.75026370891994,-0.470601404242944,86.4687328780159,0.275018043070061,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.00126571874852391
"NAFLD","PDGFR_KIT_CSF1R",2,0.120762063282959,0.201037635743392,0.548043942925572,-0.273264462311172,0.51478858887709,0,0,"SMDH 2","GSE33814;GSE66676","",0.880988098937442
"PAAD","PDGFR_KIT_CSF1R",3,0.187477723833977,0.429626931619978,0.662565904378471,-0.654575588929633,1.02953103659759,90.6831787157652,0.502061504104313,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.706736964670369
"STAD","PDGFR_KIT_CSF1R",3,-0.277536912385761,0.211361411898992,0.189152055558989,-0.69179766742932,0.1367238426578,69.7977249317832,0.0927462666670208,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.275130262631257
"Asthma","PI3K_AKT",3,0.304545478307904,0.135834728454254,0.0249594610251807,0.0383143026877872,0.57077665392802,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.0789389778925663
"COPD","PI3K_AKT",2,0.0802568755174248,0.109467267131056,0.463461662394551,-0.13429502554547,0.29480877658032,0,0,"SMDH 2","GSE76925;GSE47460","",0.507904752276821
"CRC","PI3K_AKT",3,-0.0455152757155661,0.101107051989654,0.652588478501969,-0.243681456198307,0.152650904767175,0,0,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",0.739600275635565
"ESCC","PI3K_AKT",2,0.370094673460518,0.375058438854349,0.32375768261637,-0.365006358791824,1.10519570571286,77.9193935328611,0.220384018594269,"SMCRPH 2","GSE23400;GSE20347","",0.366925373631886
"HCC","PI3K_AKT",2,0.999382147842967,0.887475859767923,0.260125300878403,-0.740038574450881,2.73880287013682,95.3349500726447,1.50187468630733,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.315866436780918
"IBD","PI3K_AKT",3,0.208378733989596,0.175946385646305,0.236282117996697,-0.136469845087156,0.553227313066349,31.1694795722885,0.0290975563716717,"SMDH 3","GSE75214;GSE87473;GSE179285","",0.308984308149527
"LUAD","PI3K_AKT",3,0.647085152654744,0.442983232258748,0.144085675668967,-0.221146028327543,1.51531633363703,93.0127076464093,0.546160704257131,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.174961177598031
"NAFLD","PI3K_AKT",2,-0.29350259521451,0.19732064224757,0.136898666905494,-0.68024394742606,0.0932387569970405,0,0,"SMDH 2","GSE33814;GSE66676","",0.547594667621977
"PAAD","PI3K_AKT",3,0.367279269463256,0.123974242087571,0.00305107220255114,0.124294219960968,0.610264318965545,0,0,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.00697387932011689
"STAD","PI3K_AKT",3,0.725153185712107,0.127297423544676,1.22272673747008e-08,0.475654820239802,0.974651551184412,33.8145207140824,0.0167998553466808,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",4.89090694988032e-08
"Asthma","RAS_MAPK",3,0.296147768171427,0.134659101066049,0.0278608157267881,0.0322207798914305,0.560074756451423,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.0789389778925663
"COPD","RAS_MAPK",2,-0.237101474889345,0.108821797938811,0.0293461591212416,-0.450388279582311,-0.02381467019638,0,0,"SMDH 2","GSE76925;GSE47460","",0.073365397803104
"CRC","RAS_MAPK",3,-0.367680884000683,0.216906890971,0.0900546919372512,-0.7928105783024,0.0574488103010334,77.7876616324482,0.106953304678361,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",0.117763827917944
"ESCC","RAS_MAPK",2,-0.489148841273993,0.428740996848329,0.253913249884737,-1.32946575379252,0.351168071244533,84.4405936589294,0.311701669014081,"SMCRPH 2","GSE23400;GSE20347","",0.308323232002895
"HCC","RAS_MAPK",2,0.883465534422435,0.189970881423144,3.31080954578083e-06,0.511129448721743,1.25580162012313,0,0,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",2.8141881139137e-05
"IBD","RAS_MAPK",3,0.244524845189236,0.147756510312838,0.097941219455178,-0.0450725935052473,0.534122283883719,3.36018505462452,0.00222737458859987,"SMDH 3","GSE75214;GSE87473;GSE179285","",0.138750060894835
"LUAD","RAS_MAPK",3,-0.0318136737973349,0.333351107789141,0.92396857636829,-0.68516983927058,0.62154249167591,89.8227971566022,0.299117095515366,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.92396857636829
"NAFLD","RAS_MAPK",2,0.439053736821558,0.498444751266134,0.378400449113549,-0.537880023943089,1.41598749758621,79.9692279417039,0.399511806572861,"SMDH 2","GSE33814;GSE66676","",0.880988098937442
"PAAD","RAS_MAPK",3,1.14665447828512,0.136666668089124,4.85503163145727e-17,0.878792730943344,1.41451622562689,0,0,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",3.88402530516582e-16
"STAD","RAS_MAPK",3,0.86762603112515,0.292900341410413,0.00305460687662057,0.293551910901254,1.44170015134904,85.2628069924842,0.217134501625603,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.00610921375324114
"Asthma","RET_ALK_NTRK",3,0.0846253036415761,0.253420430405161,0.738430537033636,-0.412069612899178,0.581320220182331,72.645234577516,0.139712500888669,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.738430537033636
"COPD","RET_ALK_NTRK",2,0.702221519290602,0.110518875643993,2.0997726104509e-10,0.485608503416515,0.918834535164689,0,0,"SMDH 2","GSE76925;GSE47460","",3.14965891567636e-09
"CRC","RET_ALK_NTRK",3,-1.16967920132171,0.197940450438864,3.43673078302375e-09,-1.55763535526552,-0.781723047377903,67.8913463371393,0.0779580910618294,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",8.3463461873434e-09
"ESCC","RET_ALK_NTRK",2,-0.439919234041002,0.35161799095926,0.210887656697179,-1.12907783263748,0.249239364555477,71.7290530694654,0.181857302904978,"SMCRPH 2","GSE23400;GSE20347","",0.275776166450157
"HCC","RET_ALK_NTRK",2,-1.16964025428325,0.513438571211657,0.0227234227325316,-2.1759613621318,-0.163319146434695,82.4638523418977,0.437442440045331,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.0551854552075768
"IBD","RET_ALK_NTRK",2,-0.162861412379102,0.317943720195576,0.608487627023938,-0.786019653073112,0.460296828314908,67.601801466152,0.137352872221565,"SMDH 2","GSE87473;GSE179285","",0.689619310627129
"LUAD","RET_ALK_NTRK",3,-0.998443006131728,0.287711761032292,0.000519898329541909,-1.56234769568362,-0.434538316579841,81.1246919375748,0.200923886629383,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.00110478395027656
"NAFLD","RET_ALK_NTRK",1,-0.404519329702835,0.318617632302729,0.204224483112209,-1.02899841385561,0.219959754449939,0,0,"SMDH 1","GSE33814","",NA
"PAAD","RET_ALK_NTRK",1,-1.07792776471148,0.262958456333568,4.14523045853899e-05,-1.59331686855552,-0.562538660867439,0,0,"SMCRPH 1","GSE15471","",NA
"STAD","RET_ALK_NTRK",3,-1.14297782828411,0.185691951951094,7.4965673297833e-10,-1.5069273663272,-0.779028290241022,58.6437125311237,0.0603990461316861,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",3.99816924255110e-09
"Asthma","SRC_FAK",3,0.200233754224688,0.145479001877737,0.168705365977936,-0.0848998499625107,0.485367358411887,15.3461710206849,0.00990545379596672,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.260726474693175
"COPD","SRC_FAK",2,-0.278477921330642,0.110090190173445,0.0114211026268624,-0.494250729121759,-0.0627051135395251,0,0,"SMDH 2","GSE76925;GSE47460","",0.0342633078805873
"CRC","SRC_FAK",3,-0.528901217155333,0.15221814207193,0.000511564757783952,-0.827243293409917,-0.23055914090075,55.0812220502376,0.0375903926802152,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",0.000790600080211562
"ESCC","SRC_FAK",2,1.36758553187531,0.188829229400421,4.40663318235917e-13,0.997487043022029,1.73768402072858,6.31798254010269,0.00590724405437014,"SMCRPH 2","GSE23400;GSE20347","",7.49127641001059e-12
"HCC","SRC_FAK",2,-0.938613061351047,0.357415759377276,0.00863669289584426,-1.63913507723754,-0.238091045464553,70.2699559475111,0.181435650020521,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.0293647558458705
"IBD","SRC_FAK",3,0.464581925702526,0.145137974074569,0.00136967020345695,0.180116723727264,0.749047127677789,0,0,"SMDH 3","GSE75214;GSE87473;GSE179285","",0.00232843934587681
"LUAD","SRC_FAK",3,-0.0676440004762192,0.420847920630608,0.872303974756409,-0.892490767880783,0.757202766928344,92.9964688049184,0.491067774772009,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.92396857636829
"NAFLD","SRC_FAK",2,-0.0903989869777204,0.205200162978639,0.659545669919912,-0.492583916037602,0.311785942082161,0,0,"SMDH 2","GSE33814;GSE66676","",0.880988098937442
"PAAD","SRC_FAK",3,0.581929505749008,0.300243941796784,0.0526001681039779,-0.0065378067490296,1.17039681824705,84.2337401822952,0.227678627240921,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.0935114099626273
"STAD","SRC_FAK",3,0.438128984114387,0.26645936215581,0.100122110245073,-0.0841217690545148,0.960379737283289,83.1382321084783,0.17527469385207,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.160195376392117
"Asthma","TAM_AXL_AXIS",3,0.212577960225108,0.135622957163681,0.117016854043302,-0.0532381512925261,0.478394071742742,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.198928651873613
"COPD","TAM_AXL_AXIS",1,0.261304594832462,0.174185101434425,0.133574340024779,-0.080091930622467,0.602701120287391,0,0,"SMDH 1","GSE76925","",NA
"CRC","TAM_AXL_AXIS",3,-0.0240280428286661,0.101993119667064,0.813754761843918,-0.223930884046996,0.175874798389663,0,0,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",0.813754761843918
"ESCC","TAM_AXL_AXIS",2,-0.653262766244012,0.157909894133959,3.51977719715e-05,-0.962760471549105,-0.343765060938919,0,0,"SMCRPH 2","GSE23400;GSE20347","",0.0001196724247031
"HCC","TAM_AXL_AXIS",2,-0.351924756101362,0.213298115749689,0.0989593676603838,-0.769981380941008,0.0661318687382839,0,0,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.168230925022653
"IBD","TAM_AXL_AXIS",3,0.684120955055903,0.157882635994306,1.47025534382132e-05,0.374676674722816,0.99356523538899,23.6231930381626,0.0179070479552036,"SMDH 3","GSE75214;GSE87473;GSE179285","",3.57062012070891e-05
"LUAD","TAM_AXL_AXIS",3,-0.298483693811025,0.094568145748096,0.00159794532083125,-0.483833853562027,-0.113133534060022,0,0,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.00271650704541312
"NAFLD","TAM_AXL_AXIS",2,-0.399482018720574,0.204437126502698,0.0506943489984962,-0.800171423768722,0.00120738632757356,0,0,"SMDH 2","GSE33814;GSE66676","",0.40555479198797
"PAAD","TAM_AXL_AXIS",3,-0.0224929411766418,0.255575025568489,0.929869402425241,-0.523410786638783,0.478424904285499,79.0263074959927,0.154696902221184,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.929869402425241
"STAD","TAM_AXL_AXIS",1,-0.273727857855071,0.245056297887154,0.263994372096489,-0.754029375898613,0.206573660188471,0,0,"SMDH 1","GSE13911","",NA
"Asthma","TGFB_SMAD",3,-0.136596486854857,0.161982269476823,0.399071594078957,-0.454075901163493,0.180882927453778,29.5792202616737,0.0234816430604966,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.452281139956152
"COPD","TGFB_SMAD",2,-0.19689401287086,0.108858835286374,0.0704961415664849,-0.410253409431131,0.0164653836894115,0,0,"SMDH 2","GSE76925;GSE47460","",0.15106316049961
"CRC","TGFB_SMAD",3,-0.537714021163978,0.096387691162865,2.42380435381706e-08,-0.726630424396163,-0.348797617931793,0,0,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",5.15058425186124e-08
"ESCC","TGFB_SMAD",2,0.520444097681927,0.37550404639219,0.165750571462753,-0.215530309295823,1.25641850465968,68.9682200848294,0.203035246767218,"SMCRPH 2","GSE23400;GSE20347","",0.244315470633868
"HCC","TGFB_SMAD",2,1.13660913768509,0.76757522153324,0.138665519871036,-0.367810651945417,2.64102892731559,95.4214293924735,1.12439468651962,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.196442819817301
"IBD","TGFB_SMAD",3,1.13094997825179,0.269175643489878,2.65115204930215e-05,0.603375411496234,1.65852454500734,70.3697587307364,0.152614844474381,"SMDH 3","GSE75214;GSE87473;GSE179285","",5.63369810476708e-05
"LUAD","TGFB_SMAD",3,-0.846803461177225,0.0986502952542608,9.17162370712976e-18,-1.04015448693982,-0.653452435414631,0,0,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",5.1972534340402e-17
"NAFLD","TGFB_SMAD",2,-0.618448466449469,0.295029790806223,0.0360623434597471,-1.19669623079605,-0.0402007021028852,48.4543352731586,0.0863616961141695,"SMDH 2","GSE33814;GSE66676","",0.40555479198797
"PAAD","TGFB_SMAD",3,0.964693813046411,0.201181092295259,1.6255194804862e-06,0.570386117777274,1.35900150831555,51.3854892809763,0.0623566116338444,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",6.5020779219448e-06
"STAD","TGFB_SMAD",3,0.621430086993877,0.235962309353685,0.00844852176295143,0.158952458951755,1.083907715036,74.0738243861818,0.122630100377464,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.015019594245247
"Asthma","TIE_ANGPT_AXIS",3,-0.22499193570015,0.258599613143037,0.384278696588712,-0.731837863876494,0.281853992476194,72.4016626349755,0.144920820185448,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.452281139956152
"COPD","TIE_ANGPT_AXIS",2,0.107227125265384,0.110874694814403,0.333493108189937,-0.110083283367716,0.324537533898483,0,0,"SMDH 2","GSE76925;GSE47460","",0.500239662284905
"CRC","TIE_ANGPT_AXIS",3,-0.221747977368823,0.0969431973786299,0.0221724215226093,-0.411753152777095,-0.0317428019605509,0,0,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",0.0314109304903632
"ESCC","TIE_ANGPT_AXIS",2,0.401362448332207,0.294178880800921,0.172457979270966,-0.1752175630499,0.977942459714314,58.832107454035,0.111303830699307,"SMCRPH 2","GSE23400;GSE20347","",0.244315470633868
"HCC","TIE_ANGPT_AXIS",2,0.367886121008346,0.206968497371502,0.0754863150890426,-0.0377646797741709,0.773536921790862,0,0,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.142585261834858
"IBD","TIE_ANGPT_AXIS",3,1.31652812531866,0.152440975783543,5.80558283600889e-18,1.01774930301477,1.61530694762255,18.7211082258324,0.0134571415360032,"SMDH 3","GSE75214;GSE87473;GSE179285","",3.28983027373837e-17
"LUAD","TIE_ANGPT_AXIS",3,-2.21701160209309,0.319572556286325,3.99302692338904e-12,-2.84336230286169,-1.59066090132449,78.5828499149859,0.240142994673142,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",1.5861148314706e-11
"NAFLD","TIE_ANGPT_AXIS",2,0.190482551112248,0.359710927958487,0.596428539680613,-0.514537912531869,0.895503014756365,64.8645480370308,0.169483183338911,"SMDH 2","GSE33814;GSE66676","",0.880988098937442
"PAAD","TIE_ANGPT_AXIS",3,0.364292843189922,0.268216735415112,0.174399197915686,-0.161402298274607,0.889987984654451,77.1315025321708,0.166424583676888,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.253671560604634
"STAD","TIE_ANGPT_AXIS",3,0.0683313337628626,0.106030025677967,0.519281935929703,-0.139483697845811,0.276146365371536,0,0,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.593465069633946
"Asthma","VEGF_PDGF_AXIS",3,-0.317845188103696,0.154339261211137,0.0394566095524576,-0.620344581478045,-0.0153457947293479,24.1336565213321,0.0174171133528736,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.095823194627397
"COPD","VEGF_PDGF_AXIS",2,-0.385987812246985,0.112023122124194,0.000569775359564133,-0.605549097046136,-0.166426527447833,0,0,"SMDH 2","GSE76925;GSE47460","",0.004273315196731
"CRC","VEGF_PDGF_AXIS",3,0.856352687392437,0.198709265911731,1.63567826346346e-05,0.466889682811052,1.24581569197382,71.4474107955886,0.0822556449718596,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",2.78065304788788e-05
"ESCC","VEGF_PDGF_AXIS",2,1.0237545639717,0.231557627906588,9.81700073966194e-06,0.569909952929258,1.47759917501414,27.9664626232759,0.0358844550628373,"SMCRPH 2","GSE23400;GSE20347","",8.34445062871265e-05
"HCC","VEGF_PDGF_AXIS",2,0.808570398833122,0.217219192054752,0.000197360826989977,0.38282860565492,1.23431219201133,0,0,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.00111837801960987
"IBD","VEGF_PDGF_AXIS",3,1.43548724801817,0.137985703677271,2.39846685866312e-25,1.1650402384293,1.70593425760703,0,0,"SMDH 3","GSE75214;GSE87473;GSE179285","",4.07739365972731e-24
"LUAD","VEGF_PDGF_AXIS",3,-1.2077922269908,0.174652235248841,4.66504362197235e-12,-1.55010431789795,-0.865480136083657,51.8215244299328,0.0471995397780816,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",1.5861148314706e-11
"NAFLD","VEGF_PDGF_AXIS",2,0.169082315942198,0.503395278659503,0.736958498537268,-0.817554300217931,1.15571893210233,82.8861686400808,0.420888706705243,"SMDH 2","GSE33814;GSE66676","",0.880988098937442
"PAAD","VEGF_PDGF_AXIS",3,0.289444716166552,0.259954479112749,0.265517850868285,-0.220056700514307,0.79894613284741,74.5475780056532,0.150976746152031,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.326791201068658
"STAD","VEGF_PDGF_AXIS",3,0.645753613965551,0.177619718076342,0.00027733821772851,0.297625363591763,0.993881864339339,54.1918033701903,0.0515123477975025,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.00073956858060936
"Asthma","WNT_CTNNB1",3,-0.55079336941894,0.133938172396504,3.91744103846229e-05,-0.813307363471203,-0.288279375366676,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.000665964976538589
"COPD","WNT_CTNNB1",2,-0.525496294100538,0.160892245939018,0.00109025066497849,-0.840839301532775,-0.210153286668302,50.2778810248771,0.0266550169858496,"SMDH 2","GSE76925;GSE47460","",0.00545125332489246
